order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
80271f9179f6d8df256f964fc2cc1c6a,1,0f4d27b820e317c951649da022895e0e,b274baf5bbd142410eb2958cf685d684,2018-06-22 01:17:13,79.0,33.93
8f3987cbcd3306eab72ae123764da5fb,1,f08c59bc335a381d2b015c4efdc6dae3,cca3071e3e9bb7d12640c9fbe2301306,2017-12-07 09:17:23,50.9,12.7
93f6802eddf412ddaece53aba01d1db3,1,e4ad97ce352e46bebac92018f6ed976d,3d871de0142ce09b7081e2b9d1733cb1,2017-05-08 13:55:22,79.0,13.13
81d8e5d965001789e9f871f474afaad5,1,b47e709bbae4533598f806553accd469,96493fab2fbb13a14d0c0e8772eef5c3,2018-03-21 18:49:09,269.0,10.24
512e098833ea4453e3b2145f5347e9d9,1,4473f3e5c65952b074ef987fa5c24662,ea8482cd71df3c1969d7b9473ff13abc,2017-12-29 01:30:51,29.99,15.1
2d881e3c6da74bac32d844fb3eef6931,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2018-01-23 16:31:04,49.9,17.6
5738b1361143b2ba3e59fcb5dffc7114,1,9d9352588abf60036a50fd28e3bec382,54965bbe3e4f07ae045b90b0b8541f52,2017-12-01 17:20:03,139.9,23.85
db598c672baf941a618fb372941b0c5f,1,7f064525eaaa1ce9d22c085f7ff5413a,6560211a19b47992c3666cc44a7e94c0,2018-03-28 21:10:26,49.0,15.23
8dab68fdbfe5d3e83b1ddc4fccde01cd,1,8feadd2febbe968ed4cd3cb73de662d2,0bae85eb84b9fb3bd773911e89288d54,2017-11-22 10:46:47,54.16,17.63
379663f7c5cf76e4a3cc7a2833071a39,1,0502d1a36be75bd36b452f31c6ed264a,c826c40d7b19f62a09e2d7c5e7295ee2,2017-11-24 13:07:08,69.77,7.78
22fe48586668c69e7ffec9dd9d0b7d77,1,988a221d27cc482916fd66cd3662ed69,6338ea67c41078a46ad99cc009654956,2017-08-24 18:44:21,29.9,17.92
3f4b0ddd513d7769508eb4277f029bbf,1,62934ff6ef7f25516705459fedd35d20,dfc5fb7259bb2b599ca565e6e9448f0f,2018-05-02 03:15:18,194.99,23.94
29d81fbe3a3300902407cf57272030c6,1,fa381a4a9af65ea5fc8f3829214045f9,70eea00b476a314817cefde4aad4f89a,2018-04-20 08:51:09,269.9,28.04
2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,5,ead3077a141a9c800d6a4bb9d0d415b6,b2479f944e1b90cf8a5de1bbfde284d6,2018-03-22 02:40:31,21.99,12.79
8baf28445cb6bb0afdb2e6c88c8287c3,2,0a9bdadab17a9b0f258f64d11a0adf7b,7c67e1448b00f6e969d365cea6b010ab,2018-04-12 14:30:41,79.98,32.82
8438c7840810d9cc49705bc3bd0d030d,1,3386491e65bf02586461d30dc3fe53f1,ea8482cd71df3c1969d7b9473ff13abc,2017-11-30 02:10:08,27.99,7.78
88b40db56f2c37efbf1b4e83db2b40ac,1,0900e9b18da6627157a7e47a8ac8fc08,6560211a19b47992c3666cc44a7e94c0,2017-11-30 08:56:31,29.0,7.78
ecacbdf9dd9ba3bb85ace7edb81d157c,1,d04bbac48960ecb7ea311b00ca6e1cb7,0dd184061fb0eaa7ca37932c68ab91c5,2018-03-29 16:08:27,104.0,13.05
ba80262d7327dbeeba3cf78129c6119e,1,429e7401fafb76436f15e86498bd7364,da8622b14eb17ae2831f4ac5b9dab84a,2018-03-22 14:50:28,199.9,13.83
24b4c4cdd87c3e1f9b31b96ea5422f22,1,5c0826f946c32406d5baa79544668b4c,f9244d45189d3a3605499abddeade7d5,2017-09-22 09:55:14,99.99,13.72
621be24850f6edd2e8dbd75a0f19668a,1,86b905f8e48ccc43feec909bd9b934fb,710e3548e02bc1d2831dfc4f1b5b14d4,2018-07-05 15:15:55,299.99,17.17
e144a54c13458667eb25fc1a5eaf5139,2,6cc6509fe96a5ee8b3125550e8092a00,6aa3928696eab49a19a466e665a649fd,2018-08-20 22:35:11,20.0,7.56
7af014956ed06246005b5e0740fd891c,1,4b7ddf18ef3c5205f6ec288dffcd7c55,c0563dd588b775f2e37747ef6ad6c92c,2017-11-01 21:46:17,139.9,9.79
d58bf4dd85230e05725202c1f0b4b800,1,74a47de1d29e6b5c5b0135dbce365e67,7c67e1448b00f6e969d365cea6b010ab,2017-08-06 21:55:19,199.99,25.71
e9e702d3e92379f53b4805d98c094bd7,2,0d85c435fd60b277ffb9e9b0f88f927a,88460e8ebdecbfecb5f9601833981930,2018-07-25 14:26:14,64.9,7.43
eaacf40019906b3cfa49494f390d8f83,1,5f79ee3b64a3af922735487fb06da429,aba1721a889e04decc910aa13b768ef4,2018-08-23 14:10:27,269.0,16.98
8e4b89ec7102d637fcb7388ddc61d5c7,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-06-02 09:10:11,89.9,12.13
c30a47a0dddaa5e8b49d103368bcca27,1,7f4e034245e45549110139d1de248f83,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-07 13:50:17,48.9,19.53
d3ca7b82c922817b06e5ca21165c5ea2,1,8983a3b149303c013fceabef902e835a,9f505651f4a6abe901a56cdc21508025,2017-11-22 14:08:23,99.0,9.51
3d320afe6c5a89ea025c81254ecfdfae,1,35ebf08a93899d44e756809e11b14754,128639473a139ac0f3e5f5ade55873a5,2018-03-05 03:32:26,18.9,34.15
d591fe8e95691bbffc5f4f2478bb3a7c,1,8370300e444c4394d3c3f878606a9601,4869f7a5dfa277a7dca6462dcf3b52b2,2018-08-03 18:04:06,299.9,14.76
df71ba0f02310921da0a5e4f708916a5,3,8155728af949f234b666bf60ed257e6a,7ad32824caee82087b3e2e5f33b1bf32,2018-07-30 21:50:15,79.0,20.57
bb44d0c37f5fcc456bbaefd9aef6adb8,3,1dc7685f4fdb9622d84ae2ec658d5bbf,897060da8b9a21f655304d50fd935913,2017-11-24 19:09:26,199.0,15.06
cd503c4ebaea202ada676515dad4d180,4,9fc98e39f04be8e382d8aa5e259f5489,d2374cbcbb3ca4ab1086534108cc3ab7,2017-07-25 07:25:47,47.9,6.44
94fade3ce4aef6f9a24bb31e0ff03edf,1,bd85550f79aa4e7452a75c55921cd5c7,3d871de0142ce09b7081e2b9d1733cb1,2018-06-13 10:13:17,29.9,22.06
68cf1c197f0444a28730011879182f7a,1,642a40d4d73b4b2604968937de13634a,d2374cbcbb3ca4ab1086534108cc3ab7,2018-02-16 15:15:21,12.9,15.1
d192544ec2b865ca0055b5c559bca196,2,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018-05-01 23:29:54,127.27,13.33
edd378f5237218b9ab0d7cfb2f9fbe12,2,656e0eca68dcecf6a31b8ececfabe3e8,00fc707aaaad2d31347cf883cd2dfe10,2018-02-12 15:53:35,86.8,12.74
0c905768040f5d51c3cccf00256ddcd3,1,12a46620105cc4bf4d193fed203ab9e6,35b96509602ec4b7da831b5cd73ff2c2,2018-08-09 19:05:21,259.9,23.75
de1735ddae84d1b39915bcac1cacfff7,1,0fb9aa9a6103872d8f580d721e099f89,8bb48dc19fccaa8613b6229bf7f452a2,2018-03-13 20:10:27,34.99,18.43
afcb8a93dec4243dbcf29ed98e5b0d4b,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,2018-08-01 02:24:10,44.9,8.47
1516bc58e1b5b8020aa6595d2e27e858,1,c3da6347b3df112e52de0d6f9443158b,7ecef8194babfec876ca720714327841,2018-01-24 22:18:28,489.0,17.17
1f5e41ca3a4a73a67d6ac937f4fe5422,1,6c09be1fc42a113b2f3e558d7df2f133,671585f5a2af58b6e276bc01003c0d2b,2018-08-09 10:25:08,45.0,15.42
